cars_P,cars_O,wait_P,wait_O,ped_P,hour_norm,is_rush_hour,green_time
2,21,85.43783386629705,83.21571417309852,1,0.0,0,25.143783386629707
11,1,10.45368944018269,0.3366333244119668,1,0.8333333333333334,0,24.84536894401827
22,9,65.43899589080608,20.401832034149617,1,0.25,0,39.14389958908061
3,13,41.48054059200821,29.717619527665626,0,0.4166666666666667,0,16.548054059200823
13,20,80.7480879267488,39.17432459683519,1,0.9166666666666666,0,33.47480879267488
4,16,28.446452778801866,18.797948002333307,0,0.5833333333333334,0,16.044645277880186
11,25,88.51357635109694,38.45611864787445,1,0.5,0,32.6513576351097
23,7,71.60250989837587,39.534483437263354,0,0.75,1,40.0
22,1,81.52398977392379,2.9951317687528753,0,0.20833333333333334,0,35.75239897739238
11,1,66.88465272953083,60.974334445622915,0,0.7916666666666666,0,25.488465272953086
9,19,7.796669106506805,78.19591698118059,1,0.4583333333333333,0,22.97966691065068
13,14,4.854601598301141,62.71245439686765,1,0.75,1,30.885460159830114
14,15,22.927699486691598,42.808721880523585,1,0.3333333333333333,1,33.492769948669164
1,1,4.729798098334506,31.482200997685705,1,0.8333333333333334,0,16.27297980983345
0,4,5.732113873967087,38.49701152179658,0,0.7916666666666666,0,10.573211387396709
12,17,82.92527221059474,40.83337550875799,1,0.7916666666666666,0,32.892527221059474
3,19,79.45489665646737,71.53111427063281,1,0.7083333333333334,1,30.34548966564674
14,10,22.99498694088027,46.97912763052975,0,0.4583333333333333,0,23.49949869408803
2,6,78.29530557398732,31.117249033604956,0,0.3333333333333333,1,24.42953055739873
21,23,66.20423910855443,28.100888628669445,1,0.3333333333333333,1,40.0
15,11,78.47781325968529,21.596580401102162,1,0.7083333333333334,1,39.847781325968526
2,0,41.48379530442541,65.21443433640803,0,0.5416666666666666,0,15.748379530442541
15,14,39.60977450483387,7.705416585005289,0,0.125,0,25.960977450483387
24,4,37.26115636216667,82.7310742379128,1,0.7916666666666666,0,37.92611563621667
2,13,50.311009719479905,79.79438971460206,1,0.041666666666666664,0,21.63110097194799
5,7,44.101210682127956,11.527693015644777,1,0.4583333333333333,0,23.410121068212796
10,13,9.655683935693393,80.96630681824327,0,0.9166666666666666,0,18.965568393569338
9,24,39.760526986890966,54.42029119720287,1,0.3333333333333333,1,31.176052698689098
7,0,10.685721303063993,70.51442723029554,0,0.20833333333333334,0,16.6685721303064
23,13,22.389632609678973,25.61012856052043,0,0.9583333333333334,0,30.6389632609679
17,16,38.544266129423846,4.479332051884005,1,0.8333333333333334,0,32.454426612942385
8,3,87.40344916548955,50.82002566979393,0,0.875,0,25.140344916548955
22,22,49.19737524878055,25.395038425476983,0,0.08333333333333333,0,32.51973752487805
16,9,60.71811787380162,21.02428573062809,1,0.375,1,38.87181178738017
18,5,12.355915552954336,1.3948885335106276,1,0.4583333333333333,0,30.63559155529543
18,20,2.27577576845595,11.684057108429451,1,0.16666666666666666,0,29.627577576845592
5,16,89.21057832897498,12.202269873422791,0,0.625,0,22.921057832897496
18,24,62.61288640825164,19.21121426804682,0,0.2916666666666667,1,35.66128864082516
24,12,31.811616232729833,53.192524551813776,1,0.125,0,37.38116162327299
19,0,47.37920026221353,32.27527084967436,1,0.375,1,39.937920026221356
0,7,49.99702087602546,14.673351418051382,1,0.9583333333333334,0,19.999702087602547
15,17,28.254929359109447,76.30027552760772,1,0.16666666666666666,0,29.825492935910944
19,12,63.307696709007,73.95266688226057,1,0.5,0,36.5307696709007
1,6,3.4459078935098484,65.38143491176135,0,0.4166666666666667,0,11.144590789350985
14,21,65.32182141675989,59.20481212684919,1,0.4583333333333333,0,32.73218214167599
21,5,27.441217761694542,32.072211590583464,0,0.9583333333333334,0,29.544121776169455
20,4,31.807760834536314,44.1996386386804,0,0.0,0,29.18077608345363
7,1,1.1197111034378504,85.09810119009703,1,0.08333333333333333,0,20.711971110343786
1,11,87.48839199362551,38.03876044024948,0,0.5833333333333334,0,19.548839199362554
13,4,32.22316211518395,15.924198243147224,1,0.9583333333333334,0,28.622316211518395
25,23,36.77676181823123,0.8669914814501889,1,0.7083333333333334,1,40.0
17,25,66.2073220927752,61.79819541755409,1,0.041666666666666664,0,35.22073220927752
18,3,36.804042278645944,35.12689803107384,0,0.6666666666666666,1,33.08040422786459
4,19,78.19680757506109,46.25411365631727,0,0.08333333333333333,0,21.01968075750611
10,7,75.61229008840775,73.85926690596821,0,0.0,0,25.561229008840776
25,5,66.85305573710296,75.45093232042589,0,0.9166666666666666,0,36.685305573710295
2,13,83.488448693006,53.80905575550542,1,0.9166666666666666,0,24.9488448693006
4,19,54.177292165192895,22.72255920337533,1,0.0,0,23.61772921651929
20,1,44.67104455877645,32.25286555548094,0,0.5833333333333334,0,30.467104455877646
7,16,32.02285397503992,66.19497439092424,1,0.4166666666666667,0,23.802285397503994
8,25,44.308183826490264,35.33339248098845,1,0.6666666666666666,1,30.830818382649024
9,17,42.20257802277413,3.1435494837322517,1,0.875,0,26.420257802277412
1,14,35.55587414596151,10.80140148356626,1,0.625,0,19.35558741459615
1,0,24.57447258082229,89.61122254345281,1,0.875,0,18.25744725808223
21,18,63.24381291741568,83.62107616722571,0,0.6666666666666666,1,38.12438129174157
16,10,34.74645806894384,75.09578322967879,1,0.25,0,31.274645806894384
3,18,88.35516772903384,72.43194935596314,0,0.75,1,26.235516772903384
21,23,47.950202385479415,78.80796746762103,0,0.16666666666666666,0,31.595020238547942
10,23,73.80721115185537,52.643942858817574,0,0.75,1,30.380721115185537
4,11,32.68737670933571,56.31417674130336,1,0.625,0,21.46873767093357
25,12,54.06326971047003,88.87239206808204,0,0.16666666666666666,0,35.406326971047
18,1,39.76999827717473,30.72115431461242,0,0.9583333333333334,0,28.376999827717473
15,21,73.65488491695591,70.0755960731499,0,0.08333333333333333,0,29.36548849169559
17,13,25.083649199313843,74.71299525830908,0,0.08333333333333333,0,26.108364919931386
21,20,14.166161061613455,9.904830565667467,1,0.5416666666666666,0,33.21661610616135
8,9,25.646654972636405,38.58332775583721,1,0.3333333333333333,1,28.96466549726364
17,16,49.91038664142571,89.10813019278456,0,0.9166666666666666,0,28.591038664142573
25,13,71.23624416257181,76.02674648563178,0,0.875,0,37.12362441625718
22,25,50.6956637246386,32.484735934225846,0,0.7083333333333334,1,37.66956637246386
13,20,55.27201482551492,72.37125149683078,0,0.0,0,25.927201482551492
11,16,88.3395905399484,14.266494521671657,0,0.8333333333333334,0,27.633959053994843
11,20,63.00802107698526,1.722732378413775,0,0.75,1,30.100802107698527
7,8,16.662745364345987,68.22672235507297,1,0.08333333333333333,0,22.2662745364346
18,14,21.30602119090605,64.24342640093613,0,0.25,0,26.530602119090602
5,14,83.12033575676891,83.51876272564554,1,0.3333333333333333,1,32.31203357567689
8,13,79.36085550632826,69.61313636641712,1,0.08333333333333333,0,29.336085550632824
9,0,44.32662674030106,68.62741442434657,0,0.5,0,21.632662674030104
12,13,69.79020526396918,56.30782418382823,1,0.9166666666666666,0,31.57902052639692
1,18,41.87816911870596,74.68671054535342,0,0.75,1,19.987816911870596
22,8,29.530425771925348,2.1871150719250974,1,0.6666666666666666,1,40.0
4,1,7.333383120095287,77.84538702122155,1,0.0,0,18.93333831200953
2,6,64.55589413622737,60.42567073297482,1,0.041666666666666664,0,23.055589413622737
10,0,28.33209295077901,81.47406497057048,1,0.5416666666666666,0,25.8332092950779
21,4,53.609683836058196,36.3782971947999,1,0.6666666666666666,1,40.0
1,5,11.284422728081323,12.05605404046077,1,0.9166666666666666,0,16.928442272808134
20,22,68.76616072000327,4.204238397499964,0,0.7083333333333334,1,37.87661607200033
22,23,62.7584798396373,34.85381212436468,0,0.4583333333333333,0,33.87584798396373
25,18,73.16994784364041,7.265647950632071,0,0.3333333333333333,1,40.0
6,25,23.48680503304626,63.036507619772436,1,0.3333333333333333,1,27.148680503304625
16,14,89.8688727758803,13.967858762297826,1,0.7083333333333334,1,40.0
4,1,56.92896941822204,15.926940796818347,0,0.4166666666666667,0,18.892896941822205
2,6,58.3559946059561,41.08927328124896,0,0.5833333333333334,0,17.43559946059561
16,5,63.85776825271495,82.14018522924674,0,0.625,0,29.185776825271496
24,17,5.1448091783363425,7.417488648395846,1,0.0,0,34.71448091783364
24,2,9.35832007598857,54.678677705741,1,0.4166666666666667,0,35.135832007598864
12,16,32.58494026103762,75.71813477226692,0,0.16666666666666666,0,22.858494026103763
10,0,16.4339346888498,11.25899077749306,1,0.7916666666666666,0,24.64339346888498
6,1,37.24526612524216,5.583537540553324,1,0.5,0,23.524526612524216
1,19,69.07955878600768,64.02147475730273,1,0.08333333333333333,0,22.70795587860077
13,1,39.663600563617244,54.3727647600004,1,0.875,0,29.366360056361724
9,18,76.418280469916,40.82741176411809,0,0.0,0,24.8418280469916
14,25,23.773445912781416,85.43566238052618,0,0.4583333333333333,0,23.577344591278145
3,3,2.356800299663786,1.9203410740034188,1,0.7916666666666666,0,17.63568002996638
22,20,80.72992959043525,29.05229427727182,1,0.625,0,40.0
2,1,48.20523163370652,36.17398456607496,1,0.0,0,21.420523163370653
20,16,8.614624256595883,74.39158005422591,1,0.4583333333333333,0,31.86146242565959
3,15,87.13317254912921,13.884466303996955,1,0.041666666666666664,0,26.11331725491292
0,12,30.392194942514966,84.9972607891651,0,0.20833333333333334,0,13.039219494251498
5,24,82.87825371554322,57.61080310631792,0,0.7916666666666666,0,22.287825371554323
10,0,43.462511496783684,79.91107505802361,1,0.041666666666666664,0,27.34625114967837
7,7,57.21045900390949,29.57121771053598,0,0.4583333333333333,0,21.32104590039095
7,5,79.05093742808178,41.660891418872616,0,0.5,0,23.505093742808178
18,24,1.2120910331061197,83.72712688541884,0,0.875,0,24.52120910331061
12,22,72.14273628202531,89.98934033065359,0,0.0,0,26.814273628202532
10,16,0.33271196064637465,4.248476773058875,0,0.75,1,23.03327119606464
19,4,70.04926945107943,60.62318340552166,1,0.0,0,37.20492694510794
13,13,51.12394446307795,61.77880346747563,0,0.16666666666666666,0,25.512394446307795
11,16,19.499656543145655,36.03489277194694,0,0.5416666666666666,0,20.749965654314565
18,21,31.55335796583117,8.690108722736689,1,0.2916666666666667,1,37.555335796583115
15,12,20.25301421039074,35.535387781299086,1,0.5,0,29.025301421039075
18,2,75.20240591997789,89.81708157680012,1,0.7083333333333334,1,40.0
0,19,55.0444139552379,42.70956373890967,0,0.3333333333333333,1,20.50444139552379
1,19,28.94132150754312,71.82641815520678,0,0.7083333333333334,1,18.694132150754314
1,4,64.21282369880858,2.411614202685529,1,0.9583333333333334,0,22.22128236988086
12,13,83.21078858847683,64.1875627000762,1,0.20833333333333334,0,32.921078858847686
5,10,42.692316152145374,14.310838752377306,1,0.6666666666666666,1,28.269231615214537
3,11,31.087871438580756,56.57443085451361,1,0.8333333333333334,0,20.508787143858076
16,24,4.851471838447219,78.9424806547194,1,0.20833333333333334,0,28.28514718384472
23,18,29.220406984119375,34.21021250708455,0,0.375,1,36.32204069841194
17,13,3.141083131730773,36.94922375840088,1,0.9583333333333334,0,28.914108313173077
6,11,12.074642568037271,9.92690492556679,1,0.20833333333333334,0,21.00746425680373
0,13,51.90265712034528,41.71673884134885,0,0.5416666666666666,0,15.190265712034527
17,23,49.85250981485149,15.230970261746181,0,0.20833333333333334,0,28.58525098148515
7,0,47.27731758505143,73.70843242387315,1,0.7916666666666666,0,25.327731758505145
23,9,64.48024288855696,30.165491637418683,0,0.5416666666666666,0,34.8480242888557
24,8,80.9295403528867,30.822626102848798,1,0.7083333333333334,1,40.0
22,4,82.09505821654578,88.60896935002452,1,0.2916666666666667,1,40.0
12,11,35.12385625678384,42.41459426313025,1,0.5416666666666666,0,28.112385625678385
13,3,61.50933442704159,13.861302236379373,0,0.75,1,31.550933442704157
19,20,63.401391493474826,84.19842406611092,0,0.9166666666666666,0,31.540139149347485
24,20,62.826360899528936,53.62072950591898,0,0.3333333333333333,1,40.0
22,23,55.287460574338986,33.82692514124461,0,0.0,0,33.1287460574339
3,11,73.56275577114302,43.26343483218424,0,0.875,0,19.7562755771143
14,11,52.582760920384835,22.849513068711804,1,0.2916666666666667,1,36.45827609203849
5,17,49.64678082206667,80.52094196538619,0,0.0,0,18.964678082206667
20,5,79.07929814931866,46.5425567835653,0,0.5833333333333334,0,33.90792981493187
22,21,36.451557306732845,1.9052177136349902,0,0.5,0,31.245155730673286
5,14,50.84480639419525,82.46313306506224,0,0.8333333333333334,0,19.084480639419525
18,12,30.107523433704664,45.611561004873174,1,0.041666666666666664,0,32.41075234337046
15,19,9.1625227345695,74.98440754171476,1,0.7083333333333334,1,32.91625227345695
20,12,42.54108774570842,16.291653891499017,1,0.20833333333333334,0,35.25410877457084
9,19,74.84436230743303,12.927490034124883,0,0.08333333333333333,0,24.6844362307433
15,12,50.95082399080492,36.89841620663283,0,0.3333333333333333,1,32.095082399080496
15,7,73.30248452707073,26.702431534949007,1,0.125,0,34.330248452707075
4,21,77.76554014611068,74.06982667668997,0,0.75,1,25.976554014611068
17,6,0.6349741144159471,77.58325209015449,1,0.9166666666666666,0,28.663497411441597
22,3,83.81152117674488,50.35912291150725,1,0.125,0,40.0
21,0,21.752015876759025,44.79669448340545,1,0.3333333333333333,1,38.975201587675905
7,0,44.60673810495334,85.2213710244112,1,0.08333333333333333,0,25.060673810495334
2,9,51.6300240010499,20.363128159246703,1,0.5,0,21.763002400104988
24,4,20.846596031719784,84.23030032171343,1,0.875,0,36.28465960317198
25,11,25.460873354901285,55.11748359831587,0,0.5,0,32.54608733549013
11,16,78.17854428579793,20.578276135447346,1,0.8333333333333334,0,31.617854428579793
11,13,24.96706658847076,87.54296135961282,1,0.125,0,26.29670665884708
15,9,10.856477991780892,13.883952952633788,0,0.9583333333333334,0,23.08564779917809
5,10,44.937467132380014,9.897738630320717,1,0.5,0,23.493746713238004
14,16,41.5598194912353,84.21844279689353,0,0.875,0,25.35598194912353
12,16,28.00849991888571,20.93908196916546,0,0.08333333333333333,0,22.400849991888574
15,10,35.484156684488575,85.4818318073752,1,0.041666666666666664,0,30.548415668448857
18,24,3.6392382277939808,8.413037759897398,0,0.9583333333333334,0,24.763923822779397
10,5,10.1797390451587,71.74896957634665,1,0.0,0,24.01797390451587
7,1,0.7283179047738486,48.11192572419051,0,0.125,0,15.672831790477387
19,19,84.14508701952995,17.942932973360964,1,0.25,0,38.614508701953
0,16,80.68842415456221,76.14978639310861,0,0.7083333333333334,1,23.068842415456224
5,7,20.425474893666227,37.388250487846264,1,0.0,0,21.042547489366623
13,6,34.312020002647635,68.88132492980053,1,0.0,0,28.831202000264764
18,11,63.34675649607144,74.4370282468147,1,0.8333333333333334,0,35.73467564960714
4,19,46.53277455482323,22.65464473565679,0,0.9166666666666666,0,17.85327745548232
3,8,2.1718568527069815,12.770750566375018,0,0.5,0,12.617185685270698
6,18,87.82841294558682,28.75832332781736,1,0.6666666666666666,1,33.58284129455868
16,3,50.36383807284939,62.381325900520764,1,0.125,0,32.83638380728494
16,14,42.28192795873318,40.94123541787061,1,0.16666666666666666,0,32.02819279587332
13,8,33.950914271693605,50.848465230238304,1,0.2916666666666667,1,33.79509142716936
14,7,31.59437867440014,69.76980525372412,1,0.0,0,29.35943786744002
14,23,79.92246531352842,49.72174425749047,1,0.2916666666666667,1,39.19224653135284
13,7,22.789514608315226,42.758607437382004,0,0.5833333333333334,0,22.67895146083152
9,11,58.7964204978696,53.95023505291589,0,0.6666666666666666,1,28.07964204978696
21,2,16.884610556001046,83.94924995752007,0,0.041666666666666664,0,28.488461055600105
4,10,3.3016231663497653,78.30321145028425,0,0.5833333333333334,0,13.530162316634975
12,21,16.886871733011528,44.648964682852096,0,0.5,0,21.288687173301156
1,25,85.32967248683427,69.49464750664012,1,0.875,0,24.332967248683428
16,6,65.15343211237068,16.488323038286993,1,0.16666666666666666,0,34.31534321123707
20,22,55.59108551152043,80.89687138563606,0,0.7916666666666666,0,31.559108551152043
14,1,21.86716596706373,81.44551518825564,1,0.7083333333333334,1,33.38671659670638
23,6,0.046295627346494284,5.603827402556315,0,0.5833333333333334,0,28.40462956273465
21,19,20.159829404017398,61.60683147471307,1,0.8333333333333334,0,33.81598294040174
20,9,79.6870442589539,30.433455589478264,0,0.20833333333333334,0,33.96870442589539
11,17,75.89140915936274,64.5755301373688,1,0.5833333333333334,0,31.389140915936274
21,10,76.13964065362832,42.1714657996527,0,0.2916666666666667,1,39.41396406536283
24,3,67.64787095799532,85.84607157316944,1,0.5833333333333334,0,40.0
22,17,18.90179842927385,33.108868028070674,0,0.0,0,29.490179842927386
12,6,7.881144708771527,37.110339572225826,1,0.7083333333333334,1,30.388114470877156
6,20,0.37266542361634736,89.64458629629559,0,0.6666666666666666,1,19.837266542361636
20,15,27.776870311896833,48.952336597056636,0,0.08333333333333333,0,28.777687031189682
19,23,44.346324709846265,1.3760565098828548,1,0.7916666666666666,0,34.63463247098463
24,11,28.087530266748292,67.0520167953606,0,0.7916666666666666,0,32.00875302667483
0,18,77.72449356504107,46.13842094746285,0,0.5833333333333334,0,17.772449356504108
